id,name_primary,name_en,type_vn,type_en,source,state,inedible_portion_pct,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sodium_mg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,zinc_mg,copper_mcg,manganese_mg,beta_carotene_mcg,vitamin_a_mcg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,vitamin_c_mg,vitamin_b1_mg,vitamin_b2_mg,vitamin_pp_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_h_mcg,last_verified
fao_vn_2007_5037_raw,Nho ngọt,"Grape, European, sweet",Quả chín,Fruits,FAO_VN_2007,raw,1.9,68.0,0.4,16.3,0.2,0.6,2.0,17.0,0.6,7.0,22.0,191.0,0.07,127.0,0.07,39.0,0.0,,0.19,14.6,3.0,0.06,0.04,0.2,0.05,0.086,0.0,0.0,0.3,2026-02-26
fao_vn_2007_5038_raw,Nho ta (nho chua),"Grape fruit, sour",Quả chín,Fruits,FAO_VN_2007,raw,13.0,14.0,0.4,3.1,,2.4,11.0,40.0,1.4,15.0,21.0,120.0,0.17,160.0,0.07,15.0,0.0,,,,45.0,0.05,0.04,0.3,,,,,,2026-02-26
fao_vn_2007_5039_raw,Nhót,Silver berry,Quả chín,Fruits,FAO_VN_2007,raw,24.0,13.0,1.2,2.1,,2.3,,27.0,0.2,,30.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_5040_raw,ổi,"Guava, common",Quả chín,Fruits,FAO_VN_2007,raw,5.0,38.0,0.6,6.8,1.0,6.0,4.0,10.0,1.3,22.0,16.0,291.0,2.4,20.0,0.15,374.0,0.0,,0.73,2.6,62.0,0.05,0.04,1.1,0.451,0.11,0.0,0.0,,2026-02-26
fao_vn_2007_5041_raw,Quả bơ vỏ tím,"Avocado, purple",Quả chín,Fruits,FAO_VN_2007,raw,27.0,74.0,1.8,2.8,6.2,0.4,,49.0,1.4,,69.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_5042_raw,Quả bơ vỏ xanh,"Avocado, green",Quả chín,Fruits,FAO_VN_2007,raw,28.0,101.0,1.9,2.3,9.4,0.5,2.0,60.0,1.6,24.0,85.0,351.0,0.4,311.0,0.1,53.0,0.0,,2.66,,17.0,0.02,0.05,0.7,0.931,0.078,0.0,0.0,3.2,2026-02-26
fao_vn_2007_5043_raw,Quả cóc,-,Quả chín,Fruits,FAO_VN_2007,raw,25.0,58.0,1.8,12.8,,0.9,,38.0,1.6,,24.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_5044_raw,Quả thanh long,Dragon's eyes fruit,Quả chín,Fruits,FAO_VN_2007,raw,,40.0,1.3,8.7,,1.8,,11.0,0.6,,11.0,,,,,,0.0,,,,10.0,,,,,,,,,2026-02-26
fao_vn_2007_5045_raw,Quả trứng gà,-,Quả chín,Fruits,FAO_VN_2007,raw,25.0,106.0,4.3,21.3,0.4,,,101.0,,,270.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_5046_raw,Quất chín (cả vỏ),"Mandarin, whole fruit",Quả chín,Fruits,FAO_VN_2007,raw,4.0,26.0,0.9,5.5,,4.1,,124.0,0.3,,42.0,,,,,100.0,0.0,,,,43.0,0.1,0.02,0.2,,,,,,2026-02-26
fao_vn_2007_5047_raw,Quít,Tangerine; Orange;,Quả chín,Fruits,FAO_VN_2007,raw,19.8,39.0,0.8,8.3,0.3,0.6,4.0,35.0,0.4,10.0,17.0,111.0,0.2,100.0,0.08,71.0,0.0,,0.2,0.0,55.0,0.08,0.03,0.2,0.216,0.078,0.0,0.0,0.8,2026-02-26
fao_vn_2007_5048_raw,Sầu riêng,"Durian, Civet",Quả chín,Fruits,FAO_VN_2007,raw,75.0,132.0,2.5,26.9,1.6,1.4,1.0,20.0,0.9,33.0,63.0,601.0,0.28,0.0,0.33,23.0,0.0,,,,37.0,0.27,0.29,1.2,0.23,0.316,,0.0,,2026-02-26
fao_vn_2007_5049_raw,Sấu chín,"Sanpidus, ripe",Quả chín,Fruits,FAO_VN_2007,raw,24.0,38.0,1.3,8.2,,2.7,,100.0,,,44.0,,,,,,0.0,,,,3.0,,,,,,,,,2026-02-26
fao_vn_2007_5050_raw,Táo ta,"Jujube, common or Chinese; Chinese date",Quả chín,Fruits,FAO_VN_2007,raw,14.0,38.0,0.8,8.3,0.2,0.7,3.0,44.0,0.2,10.0,25.0,250.0,0.05,73.0,0.08,5.0,0.0,,,,24.0,0.06,0.04,0.6,,0.081,,,,2026-02-26
fao_vn_2007_5051_raw,Táo tây,"Apple, common, domestic",Quả chín,Fruits,FAO_VN_2007,raw,12.0,48.0,0.5,11.0,0.2,0.6,15.0,19.0,2.5,3.0,13.0,102.0,0.2,100.0,0.06,27.0,0.0,,0.18,2.2,7.0,0.04,0.03,0.2,0.061,0.041,0.0,0.0,0.3,2026-02-26
fao_vn_2007_5052_raw,Vải,Litchi; lychee,Quả chín,Fruits,FAO_VN_2007,raw,48.0,45.0,0.7,9.6,0.4,1.1,1.0,6.0,0.5,10.0,34.0,171.0,0.07,148.0,0.06,,0.0,,0.07,0.4,36.0,0.02,0.04,0.7,,0.1,0.0,0.0,,2026-02-26
fao_vn_2007_5053_raw,Vải khô,"Litchi, dried with shells",Quả chín,Fruits,FAO_VN_2007,raw,44.0,260.0,3.0,57.6,1.9,1.0,3.0,25.0,4.4,42.0,58.0,1110.0,0.28,631.0,0.23,0.0,0.0,,0.31,1.6,183.0,0.01,0.57,3.1,,0.09,0.0,0.0,,2026-02-26
fao_vn_2007_5054_raw,Vú sữa,"Starapple, cainito",Quả chín,Fruits,FAO_VN_2007,raw,22.0,42.0,1.0,9.4,,2.3,,68.0,0.4,,32.0,,,,,,0.0,,,,5.0,0.01,0.02,0.9,,,,,,2026-02-26
fao_vn_2007_5055_raw,Xoài chín,"Mango, common; India mango, ripe",Quả chín,Fruits,FAO_VN_2007,raw,20.0,62.0,0.6,14.1,0.3,1.8,2.0,10.0,0.4,9.0,13.0,114.0,0.56,150.0,0.28,445.0,0.0,,1.12,4.2,30.0,0.05,0.05,0.3,0.16,0.134,0.0,0.0,,2026-02-26
fao_vn_2007_5056_raw,Quả kiwi,Kiwi fruit,Quả chín,Fruits,FAO_VN_2007,raw,14.0,56.0,1.1,11.7,0.5,3.0,3.0,34.0,0.31,17.0,34.0,312.0,0.14,130.0,0.1,52.0,0.0,,1.46,40.3,93.0,0.03,0.03,0.3,0.183,0.063,0.0,0.0,,2026-02-26
fao_vn_2007_6001_raw,Bơ,"Butter, unsalted","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,756.0,0.5,0.5,83.5,0.0,11.0,12.0,0.1,2.0,12.0,24.0,0.09,16.0,0.0,158.0,600.0,,2.32,7.0,0.0,0.01,0.04,0.0,0.11,0.003,0.0,0.0,,2026-02-26
fao_vn_2007_6002_raw,"Dầu thảo mộc (Lạc, vừng, cám...)","Vegetable oil, mix","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,897.0,0.0,0.0,99.7,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,2026-02-26
fao_vn_2007_6003_raw,Mỡ lợn muối,"Lard, salted","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,827.0,2.0,0.0,91.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,2026-02-26
fao_vn_2007_6004_raw,Mỡ lợn nước,"Lard, liquid","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,896.0,0.0,0.0,99.6,0.0,,2.0,0.3,,12.0,,,,,0.0,,,,,0.0,0.02,,,,,,,,2026-02-26
fao_vn_2007_6005_raw,Bơ thực vật,"Butter-margarine blend, stick, unsalted","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,729.0,0.5,0.1,80.7,0.0,2.0,17.0,,2.0,13.0,25.0,0.02,0.0,0.0,610.0,768.0,,12.8,93.0,0.0,0.01,0.02,0.0,0.049,0.005,0.0,0.06,,2026-02-26
fao_vn_2007_6006_raw,Dầu bông,"Cottonseed oil, salad or cooking","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,900.0,0.0,0.0,100.0,0.0,,,,,,,,,,0.0,,,35.3,24.7,,,,,,,,,,2026-02-26
fao_vn_2007_6007_raw,Dầu cám gạo,Rice bran oil,"Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,900.0,0.0,0.0,100.0,0.0,,,0.07,,,,,,,0.0,,,32.3,24.7,,,,,,,,,,2026-02-26
fao_vn_2007_6008_raw,Dầu cọ,Palm oil,"Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,900.0,0.0,0.0,100.0,0.0,,,,,,,,,,0.0,,,15.94,8.0,,,,,,,,,,2026-02-26
fao_vn_2007_6009_raw,Dầu dừa,Coconut oil,"Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,900.0,0.0,0.0,100.0,0.0,,,0.04,,,,,,,0.0,,,0.09,0.5,,,,,,,,,,2026-02-26
fao_vn_2007_6010_raw,Dầu đậu tương,"Soybean oil, salad or cooking","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,900.0,0.0,0.0,100.0,0.0,,,0.02,,,,,,,0.0,,,9.21,197.6,,,,,,,,,,2026-02-26
fao_vn_2007_6011_raw,Dầu lạc,"Peanut oil, salad or cooking","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,900.0,0.0,0.0,100.0,0.0,,,0.03,,,,,,,0.0,,,15.69,0.7,,,,,,,,,,2026-02-26
fao_vn_2007_6012_raw,Dầu mè,"Sesame oil, salad or cooking","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,900.0,0.0,0.0,100.0,0.0,,,,,,,,,,0.0,,,1.4,13.6,,,,,,,,,,2026-02-26
fao_vn_2007_6013_raw,Dầu ngô,"Corn oil, salad or cooking","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,900.0,0.0,0.0,100.0,0.0,,,,,,,,,,0.0,,,14.3,1.9,,,,,,,,,,2026-02-26
fao_vn_2007_6014_raw,Dầu oliu,"Olive oil, salad or cooking","Dầu, mỡ, bơ","Oil, lard, butter",FAO_VN_2007,raw,0.0,900.0,0.0,0.0,100.0,0.0,2.0,1.0,0.56,,,1.0,,,,0.0,,,14.35,60.2,,,,,,,,,,2026-02-26
fao_vn_2007_7001_raw,Thịt bê mỡ,"Veal meat, lean and fat",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,144.0,19.0,0.0,7.5,0.0,76.0,8.0,1.7,24.0,188.0,329.0,2.55,110.0,0.03,0.0,0.0,,0.25,4.6,2.0,0.23,0.25,6.2,1.36,0.49,,1.27,0.0,2026-02-26
fao_vn_2007_7002_raw,Thịt bê nạc,"Veal meat, lean only",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,85.0,20.0,0.0,0.5,0.0,80.0,8.0,1.7,26.0,176.0,348.0,2.73,116.0,0.03,0.0,0.0,,0.25,,2.0,0.23,0.25,6.2,1.45,0.52,,1.34,0.0,2026-02-26
fao_vn_2007_7003_raw,Thịt bò loại I,"Beef, grade I",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,118.0,21.0,0.0,3.8,0.0,83.0,12.0,3.1,28.0,226.0,378.0,2.2,160.0,,0.0,12.0,,,,1.0,0.1,0.17,4.2,,,,,,2026-02-26
fao_vn_2007_7004_raw,Thịt bò loại II,"Beef, grade II",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,167.0,18.0,0.0,10.5,0.0,,10.0,2.7,,194.0,,,,,0.0,2.0,,,,1.0,0.1,0.17,4.2,,,,,,2026-02-26
fao_vn_2007_7005_raw,"Thịt bò, lưng, nạc","Beef, top loin, seperable lean only, trimmed to 1/8"" fat, prime, raw",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,127.0,23.1,0.0,3.9,0.0,57.0,23.0,1.63,24.0,214.0,361.0,4.05,78.0,0.01,0.0,0.0,,0.29,1.2,0.0,0.08,0.12,6.7,0.678,0.651,0.0,0.98,0.0,2026-02-26
fao_vn_2007_7006_raw,"Thịt bò, lưng, nạc và mỡ","Beef, top loin, seperable lean only, trimmed to 1/4"" fat, prime, raw",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,182.0,21.5,0.0,10.7,0.0,59.0,5.0,1.78,22.0,185.0,349.0,3.64,78.0,0.01,0.0,0.0,,,,0.0,0.1,0.15,4.5,0.36,0.44,,3.05,,2026-02-26
fao_vn_2007_7007_raw,Thịt bồ câu ra ràng,Pigeon young bird flesh skin and giblets,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,60.0,340.0,17.5,0.0,30.0,0.0,54.0,45.0,5.4,22.0,217.0,199.0,2.2,437.0,0.02,0.0,73.0,,,,5.0,0.1,0.28,5.3,0.76,0.41,0.0,0.4,,2026-02-26
fao_vn_2007_7008_raw,Thịt chó sấn,Dog meat,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,338.0,16.0,0.0,30.4,0.0,,16.0,1.0,,43.0,,,,,0.0,,,,,,0.04,0.08,1.8,,,,,,2026-02-26
fao_vn_2007_7009_raw,Thịt chó vai,"Dog, shoulder",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,230.0,18.0,0.0,17.6,0.0,,20.0,0.7,,36.0,,,,,0.0,,,,,0.0,0.04,0.08,1.8,,,,,,2026-02-26
fao_vn_2007_7010_raw,"Thịt cừu, nạc","Mutton meat, lean",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,219.0,16.4,0.0,17.0,0.0,91.0,9.0,2.5,27.0,177.0,256.0,2.9,160.0,0.04,0.0,30.0,,,,3.0,0.17,0.15,5.8,,,,,1.0,2026-02-26
fao_vn_2007_7011_raw,"Thịt dê, nạc","Goat, meat, lean",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,122.0,20.7,0.0,4.3,0.0,82.0,11.0,2.0,,129.0,385.0,4.0,256.0,0.04,0.0,91.0,,,,1.0,0.07,0.13,4.9,,,0.0,1.13,,2026-02-26
fao_vn_2007_7012_raw,Thịt gà rừng,Grouse field chicken,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,58.0,141.0,24.4,0.0,4.8,0.0,,14.0,0.4,,263.0,,,,,0.0,,,,,,,,,,,,,,2026-02-26
fao_vn_2007_7013_raw,Thịt gà ta,"Chicken meat, average",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,52.0,199.0,20.3,0.0,13.1,0.0,70.0,12.0,1.5,29.0,200.0,189.0,1.5,48.0,0.02,0.0,120.0,,0.3,1.5,4.0,0.15,0.16,8.1,0.91,0.35,0.0,0.31,,2026-02-26
fao_vn_2007_7014_raw,Thịt gà tây,Turkey raw flesh and skin giblets,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,53.0,218.0,20.1,0.0,15.3,0.0,66.0,24.0,3.2,18.0,320.0,236.0,2.67,127.0,0.02,0.0,180.0,,,,0.0,0.06,0.08,7.0,0.917,0.29,0.0,0.36,2.0,2026-02-26
fao_vn_2007_7015_raw,Thịt hươu,Deer meat,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,94.0,19.0,0.0,2.0,0.0,51.0,11.0,2.8,23.0,205.0,318.0,2.09,253.0,0.04,0.0,8.0,,0.2,1.1,0.0,0.26,0.6,5.1,,0.37,0.0,6.31,,2026-02-26
fao_vn_2007_7016_raw,Thịt lợn mỡ,"Pork, lean and fat",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,394.0,14.5,0.0,37.3,0.0,42.0,8.0,0.4,13.0,156.0,253.0,1.59,55.0,0.01,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.526,0.284,0.0,0.61,,2026-02-26
fao_vn_2007_7017_raw,Thịt lợn nạc,"Pork, lean",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,139.0,19.0,0.0,7.0,0.0,76.0,7.0,0.96,32.0,190.0,341.0,2.5,190.0,0.01,0.0,2.0,,,,1.0,0.9,0.18,4.4,0.822,0.415,0.0,0.84,2.6,2026-02-26
fao_vn_2007_7018_raw,"Thịt lợn nửa nạc, nửa mỡ","Pork, medium fat",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,260.0,16.5,0.0,21.5,0.0,55.0,9.0,1.5,19.0,178.0,285.0,1.91,63.0,0.01,0.0,10.0,,,,2.0,0.53,0.16,2.7,0.672,0.393,0.0,0.6,2.6,2026-02-26
fao_vn_2007_7019_raw,Thịt ngỗng,Goose,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,52.0,409.0,14.0,0.0,39.2,0.0,73.0,13.0,1.8,18.0,210.0,308.0,1.72,270.0,0.02,0.0,17.0,,,,4.0,0.2,0.19,5.7,1.294,0.39,0.0,0.34,,2026-02-26
fao_vn_2007_7020_raw,Thịt ngựa,Horse meat,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,176.0,21.5,0.0,10.0,0.0,62.0,13.0,3.1,20.0,200.0,291.0,4.61,140.0,0.02,0.0,37.0,0.3,0.23,0.0,1.0,0.07,0.1,4.2,0.6,0.5,0.0,3.1,2.6,2026-02-26
fao_vn_2007_7021_raw,Thịt thỏ nhà,"Rabbit meat, raw",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,45.0,158.0,21.5,0.0,8.0,0.0,41.0,21.0,1.6,19.0,224.0,330.0,1.57,145.0,0.03,0.0,10.0,,0.4,0.0,0.0,0.08,0.06,7.6,0.8,0.5,0.0,7.16,1.0,2026-02-26
fao_vn_2007_7022_raw,Thịt thỏ rừng,Hare rabbit (field or wild),Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,45.0,103.0,23.5,0.0,1.0,0.0,50.0,17.0,4.8,29.0,226.0,378.0,,,,0.0,,,,,,0.09,0.06,8.1,,,,,,2026-02-26
fao_vn_2007_7023_raw,Thịt trâu,"Buffalo meat, average",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,0.0,97.0,20.4,0.9,1.4,0.0,53.0,12.0,1.61,32.0,197.0,297.0,1.93,151.0,,0.0,,,,,0.0,0.04,0.2,6.0,0.16,0.53,0.0,,,2026-02-26
fao_vn_2007_7024_raw,Thịt trâu bắp,Buffalo meat (shoulder),Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,115.0,21.9,0.0,3.0,0.0,,30.0,,,150.0,,,,,0.0,,,,,,,,,,,,,,2026-02-26
fao_vn_2007_7025_raw,Thịt trâu cổ,"Buffalo meat, neck",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,112.0,20.9,0.0,3.1,0.0,,20.0,,,160.0,,,,,0.0,,,,,,,,,,,,,,2026-02-26
fao_vn_2007_7026_raw,Thịt trâu đùi,"Buffalo meat, leg",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,112.0,21.2,0.0,3.0,0.0,,20.0,,,215.0,,,,,0.0,,,,,,,,,,,,,,2026-02-26
fao_vn_2007_7027_raw,Thịt trâu thăn,"Buffalo meat, lean (loin)",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,121.0,22.8,0.0,3.3,0.0,,26.0,3.3,,165.0,,,,,0.0,5.0,,,,,0.06,0.16,3.5,,,,,,2026-02-26
fao_vn_2007_7028_raw,Thịt vịt,"Duck meat, average",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,55.0,267.0,17.8,0.0,21.8,0.0,63.0,13.0,1.8,15.0,145.0,209.0,1.36,236.0,0.02,0.0,270.0,,0.7,5.5,3.0,0.07,0.15,4.7,0.951,0.19,0.0,0.25,,2026-02-26
fao_vn_2007_7029_raw,Bầu dục bò,"Beef, kidney",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,7.0,67.0,12.5,0.3,1.8,0.0,200.0,9.0,7.1,13.0,219.0,262.0,1.92,323.0,0.1,0.0,330.0,0.8,0.22,0.0,6.0,0.4,1.75,5.1,3.97,0.665,0.0,27.5,,2026-02-26
fao_vn_2007_7030_raw,Bầu dục lợn,"Pork, kidney",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,81.0,13.0,0.3,3.1,0.0,121.0,8.0,8.0,17.0,223.0,390.0,2.75,445.0,0.1,0.0,150.0,,,,5.0,0.38,1.12,4.8,3.13,0.44,0.0,8.49,,2026-02-26
fao_vn_2007_7031_raw,Bì lợn,Pork skin,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,10.0,118.0,23.3,0.0,2.7,0.0,,11.0,0.4,,8.0,,,,,0.0,,,,,,0.29,0.05,,,,,,,2026-02-26
fao_vn_2007_7032_raw,Chân giò lợn,"Pork, leg",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,38.0,230.0,15.7,0.0,18.6,0.0,47.0,24.0,2.1,20.0,106.0,315.0,1.93,65.0,0.02,0.0,30.0,,,,1.0,0.01,0.07,1.6,0.685,0.401,0.0,0.63,2.6,2026-02-26
fao_vn_2007_7033_raw,Dạ dày bò,"Stomach, beef",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,5.0,97.0,14.8,0.0,4.2,0.0,97.0,150.0,0.9,13.0,85.0,67.0,1.42,70.0,0.09,0.0,0.0,,0.09,0.0,0.0,0.04,0.2,3.6,0.227,0.014,0.0,1.39,,2026-02-26
fao_vn_2007_7034_raw,Dạ dày lợn,"Stomach, hog",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,85.0,14.6,0.0,2.9,0.0,75.0,8.0,1.4,11.0,144.0,140.0,1.85,169.0,0.04,0.0,0.0,,0.04,0.0,0.0,0.05,0.18,2.5,1.22,0.034,0.0,0.3,,2026-02-26
fao_vn_2007_7035_raw,Đầu bò,"Head beef (without tongue, brain, ears).",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,68.0,185.0,18.1,0.0,12.5,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,2026-02-26
fao_vn_2007_7036_raw,Đầu lợn,"Hog, head",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,68.0,335.0,13.4,0.0,31.3,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,2026-02-26
fao_vn_2007_7037_raw,Đuôi bò,"Beef, tail",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,46.0,137.0,19.7,0.0,6.5,0.0,,7.0,2.5,,162.0,,,,,0.0,,,,,,0.03,0.03,5.4,,,,,,2026-02-26
fao_vn_2007_7038_raw,Đuôi lợn,"Hog, tail",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,30.0,467.0,10.8,0.0,47.1,0.0,63.0,18.0,0.99,8.0,50.0,349.0,2.31,84.0,0.01,0.0,0.0,,,,0.0,0.21,0.11,2.1,0.673,0.37,0.0,0.88,,2026-02-26
fao_vn_2007_7039_raw,Gan bò,"Beef, liver",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,0.0,109.0,17.4,3.0,3.1,0.0,110.0,5.0,9.0,13.0,340.0,213.0,4.0,1500.0,0.3,621.0,5000.0,0.4,0.38,3.1,30.0,0.4,3.0,17.0,7.713,1.083,0.0,59.3,,2026-02-26
fao_vn_2007_7040_raw,Gan gà,Chicken liver,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,0.0,111.0,18.2,2.0,3.4,0.0,71.0,21.0,8.2,17.0,260.0,335.0,2.67,300.0,0.2,56.0,3290.0,,0.7,0.0,7.0,0.38,1.63,10.4,6.233,0.853,0.0,16.58,210.0,2026-02-26
fao_vn_2007_7041_raw,Gan lợn,Pork liver,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,0.0,116.0,18.8,2.0,3.6,0.0,110.0,7.0,12.0,17.0,353.0,447.0,5.76,510.0,0.3,,6000.0,,,,18.0,0.4,2.11,16.2,6.65,0.69,0.0,26.0,,2026-02-26
fao_vn_2007_7042_raw,Gan vịt,Duck liver,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,0.0,122.0,17.1,2.8,4.7,0.0,140.0,17.0,4.8,24.0,177.0,230.0,3.07,5962.0,0.26,,11984.0,,,,7.0,0.44,1.28,9.1,6.184,0.76,0.0,54.0,,2026-02-26
fao_vn_2007_7043_raw,Gân chân bò,,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,0.0,124.0,30.2,0.0,0.3,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,2026-02-26
fao_vn_2007_7044_raw,Lưỡi bò,Beef tongue,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,8.0,164.0,13.6,0.2,12.1,0.0,69.0,7.0,3.0,16.0,162.0,315.0,2.87,170.0,0.03,0.0,0.0,,,,3.0,0.07,0.15,4.8,0.653,0.31,0.0,3.79,,2026-02-26
fao_vn_2007_7045_raw,Lưỡi lợn,"Hog, tongue",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,3.0,178.0,14.2,1.4,12.8,0.0,110.0,7.0,2.4,18.0,118.0,243.0,3.01,70.0,0.01,0.0,0.0,,,,4.0,0.08,0.23,3.0,0.641,0.24,0.0,2.84,,2026-02-26
fao_vn_2007_7046_raw,Lòng lợn (ruột già),"Hog, intestine large raw",Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,167.0,6.9,0.8,15.1,0.0,,12.0,0.5,,55.0,,,,,0.0,,,,,,0.09,0.08,1.6,,,,,,2026-02-26
fao_vn_2007_7047_raw,Lòng lợn (ruột non),Hog intestine small raw without fat,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,2.0,44.0,7.2,0.8,1.3,0.0,,7.0,0.8,,48.0,,,,,0.0,,,,,,0.09,0.08,1.6,,,,,,2026-02-26
fao_vn_2007_7048_raw,Mề gà,Chicken gizzard,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,4.0,99.0,21.3,0.6,1.3,0.0,69.0,48.0,6.6,15.0,150.0,237.0,2.72,116.0,0.06,0.0,19.0,,0.33,0.0,4.0,0.04,0.2,4.8,0.631,0.112,0.0,1.21,1.0,2026-02-26
fao_vn_2007_7049_raw,óc bò,Brain beef,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,8.0,124.0,9.0,0.5,9.5,0.0,126.0,6.0,0.9,13.0,311.0,274.0,1.02,287.0,0.03,88.0,0.0,,0.99,0.0,11.0,0.13,0.21,3.8,2.01,0.226,0.0,9.51,,2026-02-26
fao_vn_2007_7050_raw,óc lợn,Hog brain,Thịt và sản phẩm chế biến,Meat and meat products,FAO_VN_2007,raw,8.0,123.0,9.0,0.4,9.5,0.0,120.0,7.0,1.6,14.0,311.0,258.0,1.27,240.0,0.09,0.0,0.0,,,,14.0,0.14,0.19,2.8,2.8,0.19,0.0,2.19,,2026-02-26
